conflictid,dyadid,org,sideaname,sideaid,sideacomponents,sidebname,sidebid,sidebcomponents,startdate,startprec,startdate2,startprec2,epend,ependdate,ependprec,year,fatbest,fatlow,fathigh,location,gwnoloc,region,version
4948,5558,3,Birom,589,,Fulani,607,,2002-05-30,2,2010-01-19,1,0,,,2013,58,58,58,Nigeria,475,4,17.1
4948,5558,3,Birom,589,,Fulani,607,,2002-05-30,2,2010-01-19,1,0,,,2014,34,34,139,Nigeria,475,4,17.1
4948,5558,3,Birom,589,,Fulani,607,,2002-05-30,2,2010-01-19,1,1,2015-09-14,1,2015,117,117,123,Nigeria,475,4,17.1
4949,5559,3,Dassanetch,713,,Gabra,609,,1997-03-31,3,1997-03-31,3,1,1997-03-31,3,1997,100,100,100,Kenya,501,4,17.1
4950,5560,3,Burkinabé,1110,,Guéré,1109,,2001-05-07,2,2002-11-14,3,0,,,2002,27,7,27,Ivory Coast,437,4,17.1
4950,5560,3,Burkinabé,1110,,Guéré,1109,,2001-05-07,2,2002-11-14,3,0,,,2003,155,155,166,Ivory Coast,437,4,17.1
4950,5560,3,Burkinabé,1110,,Guéré,1109,,2001-05-07,2,2002-11-14,3,1,2004-02-18,2,2004,38,38,38,Ivory Coast,437,4,17.1
4951,5561,3,Dioula,599,,Guéré,1109,,2005-01-05,1,2005-05-01,2,1,2005-06-06,1,2005,35,35,68,Ivory Coast,437,4,17.1
4952,5562,3,Guéré,1109,,Senufo,1111,,2005-05-26,1,2005-05-31,1,1,2005-06-05,1,2005,65,58,103,Ivory Coast,437,4,17.1
4953,5563,3,Degodia,918,,Garre,1079,,2000-12-31,5,2000-12-31,5,1,2000-12-31,5,2000,37,37,37,Ethiopia,530,4,17.1
4953,5563,3,Degodia,918,,Garre,1079,,2000-12-31,5,2012-11-09,2,0,,,2012,30,30,37,Kenya,501,4,17.1
4953,5563,3,Degodia,918,,Garre,1079,,2000-12-31,5,2012-11-09,2,0,,,2013,57,52,97,Kenya,501,4,17.1
4953,5563,3,Degodia,918,,Garre,1079,,2000-12-31,5,2012-11-09,2,1,2014-10-04,1,2014,77,77,129,Kenya,501,4,17.1
4955,5565,3,Dodoth,1038,,"Jie, Matheniko Karimojong",3844,"633, 1029",2000-07-22,2,2000-07-22,2,1,2000-07-22,2,2000,33,33,33,Uganda,500,4,17.1
4956,5566,3,Oleh,1118,,Olmoro,1119,,1999-11-16,1,1999-11-16,1,1,1999-11-16,1,1999,47,47,47,Nigeria,475,4,17.1
4957,5567,3,Abgal clan (Hawiye),1028,,Garre subclan of Digil clan (Digil-Mirifle),612,,2001-12-01,1,2001-12-02,1,1,2001-12-02,1,2001,25,25,25,Somalia,520,4,17.1
4958,5568,1,Forces of Abdullahi Yusuf,568,,Forces of Yussuf Hajji Nur,1120,,2001-08-06,2,2001-08-06,2,1,2001-08-06,2,2001,42,42,62,Somalia,520,4,17.1
4960,5570,3,Copts (Egypt),1132,,Muslims (Egypt),1133,,1995-08-13,1,2011-05-07,1,1,2011-08-08,1,2011,31,31,31,Egypt,651,2,17.1
4961,5571,1,Al-Shabaab,717,,SVA,1147,,2011-01-26,1,2011-08-14,1,1,2011-11-04,1,2011,36,29,49,Somalia,520,4,17.1
4962,5572,3,Guéré,1109,,Malinké,1139,,2011-01-07,2,2011-01-07,2,1,2011-01-07,2,2011,33,14,40,Ivory Coast,437,4,17.1
4963,5573,1,FDC,1136,,FDLR,528,,2011-11-26,1,2011-12-30,1,0,,,2011,26,26,28,DR Congo (Zaire),490,4,17.1
4963,5573,1,FDC,1136,,FDLR,528,,2011-11-26,1,2011-12-30,1,1,2012-01-20,3,2012,35,35,46,DR Congo (Zaire),490,4,17.1
4964,5574,1,BIFM,1146,,MILF,276,,2011-08-09,1,2011-09-14,1,1,2011-11-20,1,2011,31,31,31,Philippines,840,3,17.1
4965,5575,2,Opponents of al-Assad,1144,,Supporters of al-Assad,1145,,2011-07-17,1,2011-07-17,1,1,2011-07-17,1,2011,30,30,30,Syria,652,2,17.1
4966,5576,3,Kpelle,1141,,Malinké,1139,,2011-05-04,2,2011-05-04,2,1,2011-05-04,2,2011,25,25,36,Guinea,438,4,17.1
4967,5577,1,Lashkar-e-Islam,399,,Lashkar of Zakakhel tribe,1142,,2011-03-21,2,2011-04-09,1,0,,,2011,128,128,151,Pakistan,770,3,17.1
4967,5577,1,Lashkar-e-Islam,399,,Lashkar of Zakakhel tribe,1142,,2011-03-21,2,2011-04-09,1,1,2012-12-05,1,2012,93,93,93,Pakistan,770,3,17.1
4968,5578,1,Lashkar-e-Islam,399,,TTP - TA,1101,,2011-01-20,1,2011-08-23,1,0,,,2011,41,41,41,Pakistan,770,3,17.1
4968,5578,1,Lashkar-e-Islam,399,,TTP - TA,1101,,2011-01-20,1,2011-08-23,1,1,2012-03-05,1,2012,30,30,30,Pakistan,770,3,17.1
4969,5579,1,CPJP,1053,,UFDR,554,,2011-09-12,2,2011-09-22,3,1,2011-09-29,3,2011,53,53,53,Central African Republic,482,4,17.1
4970,5580,3,Borana,591,,Turkana,693,,2011-10-14,1,2011-12-31,1,1,2011-12-31,1,2011,29,21,29,Kenya,501,4,17.1
4971,5581,3,Hausa,608,,Sayawa,1140,,2011-01-26,1,2011-01-26,1,1,2011-05-06,1,2011,40,35,123,Nigeria,475,4,17.1
4972,5582,3,Ezilo,1134,,Ezza,1135,,2011-12-31,1,2011-12-31,1,1,2011-12-31,1,2011,50,38,60,Nigeria,475,4,17.1
4973,5583,3,Fulani,607,,Tiv,1032,,2005-04-10,1,2011-02-11,2,0,,,2011,181,172,298,Nigeria,475,4,17.1
4973,5583,3,Fulani,607,,Tiv,1032,,2005-04-10,1,2011-02-11,2,0,,,2012,102,102,119,Nigeria,475,4,17.1
4973,5583,3,Fulani,607,,Tiv,1032,,2005-04-10,1,2011-02-11,2,0,,,2013,164,164,164,Nigeria,475,4,17.1
4973,5583,3,Fulani,607,,Tiv,1032,,2005-04-10,1,2011-02-11,2,0,,,2014,101,101,223,Nigeria,475,4,17.1
4973,5583,3,Fulani,607,,Tiv,1032,,2005-04-10,1,2011-02-11,2,0,,,2015,44,44,54,Nigeria,475,4,17.1
4973,5583,3,Fulani,607,,Tiv,1032,,2005-04-10,1,2011-02-11,2,-99,,,2016,210,210,289,Nigeria,475,4,17.1
4974,5584,3,Misseriya,1025,,Ngok Dinka,1005,,2011-01-09,2,2011-01-09,2,1,2011-04-30,1,2011,212,212,245,Sudan,625,4,17.1
4974,5584,3,Misseriya,1025,,Ngok Dinka,1005,,2011-01-09,2,2014-03-01,1,0,,,2014,55,55,83,Sudan,625,4,17.1
4974,5584,3,Misseriya,1025,,Ngok Dinka,1005,,2011-01-09,2,2014-03-01,1,1,2015-06-10,1,2015,47,46,47,Sudan,625,4,17.1
4975,5585,3,Gony Dinka,1137,,Thiyic Dinka,1138,,2011-04-24,2,2011-06-09,1,1,2011-10-14,1,2011,95,95,95,"Sudan, South Sudan","625, 626",4,17.1
4976,5586,3,Atuot Dinka,1092,,Jur Beli,1148,,2011-02-10,2,2011-03-12,2,1,2011-04-05,1,2011,43,43,43,Sudan,625,4,17.1
4977,5587,1,Laskhar of Masozai Qaumi tribe,1143,,TTP,356,,2011-01-06,1,2011-07-22,3,1,2011-07-28,1,2011,79,79,81,Pakistan,770,3,17.1
4978,5588,1,La Familia,1149,,Los Caballeros Templarios,1150,,2011-01-16,1,2011-04-29,1,0,,,2011,100,100,100,Mexico,70,5,17.1
4978,5588,1,La Familia,1149,,Los Caballeros Templarios,1150,,2011-01-16,1,2011-04-29,1,1,2012-09-16,1,2012,52,23,115,Mexico,70,5,17.1
4979,5589,1,Jalisco Cartel New Generation,1151,,Los Zetas,1088,,2011-09-20,1,2011-09-20,1,0,,,2011,101,101,155,Mexico,70,5,17.1
4979,5589,1,Jalisco Cartel New Generation,1151,,Los Zetas,1088,,2011-09-20,1,2011-09-20,1,1,2012-06-12,1,2012,30,30,33,Mexico,70,5,17.1
4979,5589,1,Jalisco Cartel New Generation,1151,,Los Zetas,1088,,2011-09-20,1,2014-03-01,5,0,,,2014,558,558,742,Mexico,70,5,17.1
4979,5589,1,Jalisco Cartel New Generation,1151,,Los Zetas,1088,,2011-09-20,1,2014-03-01,5,0,,,2015,98,98,1299,Mexico,70,5,17.1
4979,5589,1,Jalisco Cartel New Generation,1151,,Los Zetas,1088,,2011-09-20,1,2014-03-01,5,-99,,,2016,197,197,197,Mexico,70,5,17.1
4980,5590,1,Cartel Independiente de Acapulco,1152,,La Barredora,1153,,2011-01-08,1,2011-08-20,1,1,2011-10-15,2,2011,111,23,261,Mexico,70,5,17.1
4980,5590,1,Cartel Independiente de Acapulco,1152,,La Barredora,1153,,2011-01-08,1,2015-09-18,5,1,2015-12-12,5,2015,754,41,754,Mexico,70,5,17.1
4981,5591,1,Jalisco Cartel New Generation,1151,,La Resistencia,1154,,2011-02-12,1,2011-07-02,1,1,2011-08-04,1,2011,33,33,33,Mexico,70,5,17.1
4982,5592,1,Lashkar of Kukikhel clan,1155,,TTP,356,,2011-08-16,1,2011-08-19,1,1,2011-08-19,1,2011,69,69,69,Pakistan,770,3,17.1
4983,5593,1,RUF,532,,ULIMO,697,,1991-10-30,5,1993-12-31,5,1,1993-12-31,5,1993,99,99,99,Liberia,450,4,17.1
4984,5594,1,Kamajors,534,,RUF,532,,1993-12-25,1,1995-12-31,5,1,1995-12-31,5,1995,40,40,40,Sierra Leone,451,4,17.1
4985,5595,1,Deebam,1167,,Deewell,1168,,2005-01-30,2,2006-12-31,5,1,2006-12-31,5,2006,34,34,56,Nigeria,475,4,17.1
4985,5595,1,Deebam,1167,,Deewell,1168,,2005-01-30,2,2015-07-30,3,1,2015-07-30,3,2015,29,29,29,Nigeria,475,4,17.1
4986,5596,1,"Black Axe, Bush Boys, Deebam, KK, NDV",3871,"3107, 3118, 657, 1167, 3109",Outlaws,1169,,2007-07-01,1,2007-08-11,1,1,2007-08-31,5,2007,100,100,100,Nigeria,475,4,17.1
4987,5597,3,Alago,1171,,Eggon,1172,,2012-06-01,1,2012-06-02,1,0,,,2012,60,60,60,Nigeria,475,4,17.1
4987,5597,3,Alago,1171,,Eggon,1172,,2012-06-01,1,2012-06-02,1,1,2013-10-01,1,2013,35,35,55,Nigeria,475,4,17.1
4988,5598,1,Greenlanders,1173,,NDV,657,,2003-12-31,5,2012-08-11,1,1,2012-09-05,1,2012,48,48,55,Nigeria,475,4,17.1
4990,5600,1,Lashkar-e-Islam,399,,Lashkar of Akakhel tribe ,1177,,2012-06-04,1,2012-10-06,1,1,2012-10-24,1,2012,33,33,40,Pakistan,770,3,17.1
4992,5602,3,Dimasa ,597,,Zeme Naga,1180,,2009-03-20,2,2009-05-19,1,1,2009-08-17,1,2009,67,62,71,India,750,3,17.1
4994,5604,2,Supporters of al-Ahly football team ,1183,,Supporters of al-Masry football team,1184,,2012-02-01,1,2012-02-01,1,1,2012-02-01,1,2012,74,74,74,Egypt,651,2,17.1
4995,5605,1,PFT,1186,,UTO,345,,1992-05-05,1,1992-06-27,1,1,1992-12-19,1,1992,482,482,1518,Tajikistan,702,3,17.1
4996,5606,3,"Gontrar, Zintan",3876,"2472, 3334",Mashashia,1188,,2012-06-12,2,2012-06-17,2,1,2012-06-17,2,2012,78,78,105,Libya,620,4,17.1
4997,5607,3,Isenasawo,1189,,Isongo-furo,1190,,2000-05-05,1,2002-07-20,1,1,2002-07-20,1,2002,39,39,59,Nigeria,475,4,17.1
4998,5608,1,Forces of Agala,1191,,Forces of Edu,1192,,2005-12-31,5,2005-12-31,5,1,2005-12-31,5,2005,62,62,62,Nigeria,475,4,17.1
4999,5609,3,Alawite (Lebanon),1194,,Sunni (Lebanon),1195,,2012-02-10,1,2012-06-04,2,0,,,2012,52,52,55,Lebanon,660,2,17.1
4999,5609,3,Alawite (Lebanon),1194,,Sunni (Lebanon),1195,,2012-02-10,1,2012-06-04,2,0,,,2013,67,67,69,Lebanon,660,2,17.1
4999,5609,3,Alawite (Lebanon),1194,,Sunni (Lebanon),1195,,2012-02-10,1,2012-06-04,2,1,2014-03-26,1,2014,36,36,40,Lebanon,660,2,17.1
5000,5610,1,"ALiR, Mayi Mayi",3857,"1128, 648",RCD,424,,1998-09-14,1,1998-09-14,1,1,1998-09-23,1,1998,47,19,356,DR Congo (Zaire),490,4,17.1
5001,5611,1,"ALiR, CNDD-FDD , Mayi Mayi",3875,"434, 648, 1128",RCD,424,,1999-01-31,3,1999-01-31,3,0,,,1999,91,44,91,DR Congo (Zaire),490,4,17.1
5001,5611,1,"ALiR, CNDD-FDD , Mayi Mayi",3875,"434, 648, 1128",RCD,424,,1999-01-31,3,1999-01-31,3,1,2000-04-07,2,2000,30,30,30,DR Congo (Zaire),490,4,17.1
5002,5612,3,"Bafulero, Bavira",3880,"3442, 3441",Banyamulenge,1196,,1998-08-23,2,1998-08-23,2,1,1998-08-23,2,1998,250,250,250,DR Congo (Zaire),490,4,17.1
5038,5648,3,Orma,931,,Pokomo,933,,2012-03-11,1,2012-08-21,1,1,2012-12-21,1,2012,160,156,172,Kenya,501,4,17.1
5039,5649,3,Dogon,1219,,Fulani,607,,2012-05-25,2,2012-05-25,2,1,2012-05-25,2,2012,30,30,30,Mali,432,4,17.1
5040,5650,1,"AQIM, Jama'atu Ahlis Sunna Lidda'awati wal-Jihad, MUJAO",3872,"1051, 1161, 539",CMA,1158,,2012-06-27,1,2012-06-27,1,1,2012-06-27,1,2012,26,26,26,Mali,432,4,17.1
5041,5651,1,CMA,1158,,"MUJAO, Signed-in-Blood Battalion",3873,"1161, 3481",2012-11-15,2,2012-11-19,2,1,2012-11-19,2,2012,25,25,25,Mali,432,4,17.1
5042,5652,1,APCLS,1200,,M23,1160,,2012-10-25,1,2012-10-25,1,1,2012-10-25,1,2012,30,30,30,DR Congo (Zaire),490,4,17.1
5043,5653,3,Bul Nuer,1220,,Luac Jang Dinka,1009,,2012-01-28,1,2012-01-28,1,1,2012-03-25,1,2012,87,87,101,South Sudan,626,4,17.1
5045,5655,3,Balanda,1224,,Dinka ,598,,2012-12-16,2,2012-12-16,2,1,2012-12-19,1,2012,28,28,28,South Sudan,626,4,17.1
5046,5656,1,FDLR,528,,Raia Mutomboki,1199,,2011-08-16,1,2012-03-04,2,1,2012-08-31,3,2012,179,179,565,DR Congo (Zaire),490,4,17.1
9637,10247,3,Konianke,1713,,Kpelle,1141,,2013-07-15,1,2013-07-17,2,1,2013-07-17,2,2013,98,98,98,Guinea,438,4,17.1
9691,10301,3,Northern Sudanese,1972,,Southern Sudanese,1973,,2005-08-03,2,2005-08-03,2,1,2005-08-03,2,2005,130,130,130,Sudan,625,4,17.1
10066,10676,1,Hizb-i Wahdat,300,,Junbish-i Milli-yi Islami,302,,1995-02-20,2,1998-03-15,2,1,1998-03-19,1,1998,101,101,101,Afghanistan,700,3,17.1
10072,10682,1,Forces of Sayed Mansur Naderi,2518,,Hizb-i Islami-yi Afghanistan,299,,1995-09-30,3,1995-10-29,1,1,1995-10-29,1,1995,40,40,40,Afghanistan,700,3,17.1
10289,10899,1,NSCN-K,224,,NSCN-K-K,2430,,2011-12-22,1,2012-06-19,1,1,2012-12-17,1,2012,54,52,54,India,750,3,17.1
10310,10920,3,Han Chinese,2460,,Uighur,2461,,2009-06-26,1,2009-07-07,2,1,2009-07-07,2,2009,187,187,683,China,710,3,17.1
10444,11054,3,Buddhists (Myanmar),2698,,Muslims (Myanmar),2699,,2001-02-16,3,2001-02-28,3,1,2001-05-23,2,2001,37,22,40,Myanmar (Burma),775,3,17.1
10444,11054,3,Buddhists (Myanmar),2698,,Muslims (Myanmar),2699,,2001-02-16,3,2012-06-13,2,0,,,2012,114,114,131,Myanmar (Burma),775,3,17.1
10444,11054,3,Buddhists (Myanmar),2698,,Muslims (Myanmar),2699,,2001-02-16,3,2012-06-13,2,1,2013-09-30,1,2013,50,50,101,Myanmar (Burma),775,3,17.1
10513,11123,2,Supporters of Awami League,372,,Supporters of Jamaat-e-Islami,2765,,2013-01-31,1,2013-12-13,1,1,2013-12-17,1,2013,31,24,33,Bangladesh,771,3,17.1
10620,11230,3,Mohajir,2848,,Pashtun,2847,,1989-03-14,2,1989-03-18,1,1,1989-08-20,1,1989,47,45,47,Pakistan,770,3,17.1
10621,11231,3,Mohajir,2848,,Sindhi,2849,,1989-01-25,1,1989-04-19,1,0,,,1989,67,67,67,Pakistan,770,3,17.1
10621,11231,3,Mohajir,2848,,Sindhi,2849,,1989-01-25,1,1989-04-19,1,1,1990-07-15,1,1990,252,252,252,Pakistan,770,3,17.1
10631,11241,3,Jatoi,2864,,Meher,2863,,1990-06-27,2,1990-06-27,2,1,1990-06-27,2,1990,28,28,28,Pakistan,770,3,17.1
10676,11286,3,Assamese,2922,,Bodo,814,,1989-08-12,2,1989-08-12,2,1,1989-08-12,2,1989,120,120,151,India,750,3,17.1
10691,11301,2,Supporters of MQM,2941,,Supporters of PPP,2930,,1990-02-14,1,1990-04-14,1,1,1990-04-14,1,1990,26,26,26,Pakistan,770,3,17.1
10698,11308,3,Khadadkhel,2952,,Oatizai,2951,,1992-09-18,2,1992-09-18,2,1,1992-09-18,2,1992,50,50,50,Pakistan,770,3,17.1
10699,11309,2,Supporters of Yousaf Ali Khan Magsi,2953,,Supporters of Zulfikar Ali Khan Magsi,2954,,1992-09-26,1,1993-08-30,1,1,1993-10-21,1,1993,33,33,33,Pakistan,770,3,17.1
10732,11342,1,Lashkar of Mohmand tribe,2987,,TTP,356,,2009-07-04,1,2009-07-14,1,1,2009-11-15,1,2009,53,53,53,Pakistan,770,3,17.1
10773,11383,1,Lashkar-e-Islam,399,,Tawheed ul-Islam ,1178,,2012-03-02,1,2012-10-02,1,1,2012-11-20,1,2012,39,39,43,Pakistan,770,3,17.1
10780,11390,3,Bangladeshi Immigrants,3057,,Bodo,814,,2012-07-20,1,2012-07-24,2,1,2012-11-12,1,2012,73,72,73,India,750,3,17.1
10821,11431,3,Fulani,607,,Bwatiye,3103,,2012-06-10,1,2016-01-24,1,-99,,,2016,58,58,63,Nigeria,475,4,17.1
10823,11433,1,Black Axe,3107,,Eyie,3108,,2002-02-15,2,2011-05-19,1,1,2011-10-27,1,2011,31,31,31,Nigeria,475,4,17.1
10823,11433,1,Black Axe,3107,,Eyie,3108,,2002-02-15,2,2013-06-17,2,1,2013-09-10,1,2013,39,39,39,Nigeria,475,4,17.1
10823,11433,1,Black Axe,3107,,Eyie,3108,,2002-02-15,2,2015-09-04,1,0,,,2015,32,32,32,Nigeria,475,4,17.1
10823,11433,1,Black Axe,3107,,Eyie,3108,,2002-02-15,2,2015-09-04,1,-99,,,2016,52,52,53,Nigeria,475,4,17.1
10831,11441,1,Black Axe,3107,,Maphite,3116,,2015-09-21,3,2015-09-21,3,1,2015-09-21,3,2015,25,25,27,Nigeria,475,4,17.1
10938,11548,1,Khatumo administration,3211,,Republic of Somaliland,675,,2012-01-15,1,2012-01-26,1,1,2012-11-28,1,2012,158,158,170,Somalia,520,4,17.1
10948,11558,3,Akul,3228,,Kambrip,3229,,2012-06-14,3,2012-11-29,5,1,2012-11-29,5,2012,57,57,57,Papua New Guinea,910,3,17.1
11052,11662,1,Jalisco Cartel New Generation,1151,,Los Caballeros Templarios,1150,,2012-02-16,1,2012-07-15,1,0,,,2012,68,64,80,Mexico,70,5,17.1
11052,11662,1,Jalisco Cartel New Generation,1151,,Los Caballeros Templarios,1150,,2012-02-16,1,2012-07-15,1,0,,,2013,129,129,145,Mexico,70,5,17.1
11052,11662,1,Jalisco Cartel New Generation,1151,,Los Caballeros Templarios,1150,,2012-02-16,1,2012-07-15,1,1,2014-12-31,5,2014,184,184,216,Mexico,70,5,17.1
11053,11663,1,Beltrán Leyva Cartel,1089,,Sinaloa Cartel,775,,2008-04-18,1,2008-04-30,3,1,2008-07-04,1,2008,54,54,54,Mexico,70,5,17.1
11053,11663,1,Beltrán Leyva Cartel,1089,,Sinaloa Cartel,775,,2008-04-18,1,2014-08-01,2,0,,,2014,48,48,101,Mexico,70,5,17.1
11053,11663,1,Beltrán Leyva Cartel,1089,,Sinaloa Cartel,775,,2008-04-18,1,2014-08-01,2,0,,,2015,32,32,247,Mexico,70,5,17.1
11053,11663,1,Beltrán Leyva Cartel,1089,,Sinaloa Cartel,775,,2008-04-18,1,2014-08-01,2,-99,,,2016,68,68,285,Mexico,70,5,17.1
11055,11665,1,Los Zetas - Cártel del Noreste faction,3296,,Los Zetas - Old School Zetas faction ,3297,,2016-02-28,2,2016-07-09,1,-99,,,2016,43,43,43,Mexico,70,5,17.1
11058,11668,1,Guerreros Unidos,3298,,Los Rojos,3299,,2014-02-21,2,2014-05-31,5,0,,,2014,164,164,166,Mexico,70,5,17.1
11058,11668,1,Guerreros Unidos,3298,,Los Rojos,3299,,2014-02-21,2,2014-05-31,5,1,2015-12-20,3,2015,72,72,103,Mexico,70,5,17.1
11072,11682,2,Opponents of Morsi,3307,,Supporters of Morsi,3306,,2012-11-25,1,2013-06-30,1,1,2013-12-30,1,2013,119,119,123,Egypt,651,2,17.1
11094,11704,1,Los Zetas,1088,,Los Zetas - Velazquez Caballero faction,3323,,2012-06-11,1,2012-08-09,1,1,2012-09-17,3,2012,77,77,131,Mexico,70,5,17.1
11125,11735,3,Birom,589,,"Fulani, Hausa",3800,"607, 608",2001-12-30,1,2010-01-19,1,1,2010-01-20,2,2010,333,333,400,Nigeria,475,4,17.1
11191,11801,3,Christians (CAR),3555,,Muslims (CAR),3556,,2007-03-14,1,2013-12-20,2,0,,,2013,47,47,47,Central African Republic,482,4,17.1
11191,11801,3,Christians (CAR),3555,,Muslims (CAR),3556,,2007-03-14,1,2013-12-20,2,0,,,2014,461,448,509,Central African Republic,482,4,17.1
11191,11801,3,Christians (CAR),3555,,Muslims (CAR),3556,,2007-03-14,1,2013-12-20,2,1,2015-12-01,1,2015,108,108,108,Central African Republic,482,4,17.1
11200,11810,3,Amothnhon Dinka ,3568,,Panyon Dinka ,3569,,2012-11-06,1,2013-01-18,1,1,2013-01-18,1,2013,25,25,25,South Sudan,626,4,17.1
11211,11821,3,Al-Zayadia,3579,,Berti,3580,,2012-08-16,1,2015-03-22,2,1,2015-07-05,1,2015,127,127,127,Sudan,625,4,17.1
11313,11942,1,FLC,3953,,Mayi Mayi,648,,2001-04-25,1,2001-07-24,1,1,2001-07-24,1,2001,27,27,27,DR Congo (Zaire),490,4,17.1
11318,11947,1,CPI-ML-VM,3955,,PWG,193,,2000-10-01,1,2000-12-28,5,1,2000-12-28,5,2000,27,27,29,India,750,3,17.1
11328,11957,1,Ansar Dine,1157,,CMA,1158,,2012-04-02,1,2015-12-25,1,1,2015-12-25,1,2015,42,42,42,Mali,432,4,17.1
11330,11959,1,Ganda Iso,3157,,CMA,1158,,2012-03-15,1,2012-03-25,1,1,2012-03-25,1,2012,31,31,35,Mali,432,4,17.1
11361,12004,3,Tripura Non-Tribal Communities,3963,,Tripura Tribal Communities,3404,,1999-02-04,2,2000-05-20,1,1,2000-11-19,1,2000,85,85,86,India,750,3,17.1
11427,12070,1,NURTW-Auxiliary,3981,,NURTW-Tokyo,3332,,2011-05-30,1,2011-06-04,1,1,2011-06-04,1,2011,27,27,31,Nigeria,475,4,17.1
11446,12090,1,BNLF,3968,,NLFT,307,,2000-06-19,2,2000-08-07,2,1,2000-09-03,1,2000,74,74,175,Bangladesh,771,3,17.1
11480,12132,1,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1051,,Yan Gora,4000,,2013-07-25,1,2013-08-25,1,0,,,2013,92,92,131,Nigeria,475,4,17.1
11480,12132,1,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1051,,Yan Gora,4000,,2013-07-25,1,2013-08-25,1,0,,,2014,493,493,512,Nigeria,475,4,17.1
11480,12132,1,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1051,,Yan Gora,4000,,2013-07-25,1,2013-08-25,1,1,2015-02-17,1,2015,39,39,39,Nigeria,475,4,17.1
11484,12136,3,Muslims (Sri Lanka),4004,,Tamil,2297,,1989-04-12,2,1989-05-25,3,1,1989-05-25,3,1989,25,25,25,Sri Lanka,780,3,17.1
11500,12152,3,Atakar,4022,,Fulani,607,,2013-03-19,1,2013-03-21,1,1,2013-09-02,1,2013,77,77,78,Nigeria,475,4,17.1
11502,12154,3,Hausa,608,,Jukun,950,,2013-02-23,2,2013-02-23,2,1,2013-05-03,1,2013,70,70,70,Nigeria,475,4,17.1
11523,12175,3,Assamese,2922,,Bihari,4044,,2003-11-15,1,2003-11-19,1,1,2003-12-08,1,2003,55,55,58,India,750,3,17.1
11632,12284,3,Agatu,4120,,Tiv,1032,,2013-06-04,1,2013-06-04,1,1,2013-06-13,1,2013,42,42,43,Nigeria,475,4,17.1
11649,12306,1,M23,1160,,M23-R,4130,,2013-02-24,1,2013-03-10,2,1,2013-03-16,1,2013,41,36,412,DR Congo (Zaire),490,4,17.1
11665,12328,1,APCLS,1200,,NDC,3037,,2013-04-28,1,2013-05-31,3,1,2013-10-11,1,2013,66,66,177,DR Congo (Zaire),490,4,17.1
11671,12337,1,Hezbollah,366,,Jabhat Fateh al-Sham,1170,,2013-12-21,1,2013-12-21,1,0,,,2013,33,33,33,Lebanon,660,2,17.1
11671,12337,1,Hezbollah,366,,Jabhat Fateh al-Sham,1170,,2013-12-21,1,2013-12-21,1,0,,,2014,67,67,70,"Syria, Lebanon","652, 660",2,17.1
11671,12337,1,Hezbollah,366,,Jabhat Fateh al-Sham,1170,,2013-12-21,1,2013-12-21,1,1,2015-12-09,1,2015,46,11,46,Lebanon,660,2,17.1
11675,12341,3,Agatu,4120,,Fulani,607,,2013-04-20,1,2013-05-12,1,1,2013-11-09,1,2013,104,104,136,Nigeria,475,4,17.1
11675,12341,3,Agatu,4120,,Fulani,607,,2013-04-20,1,2015-03-15,1,0,,,2015,168,117,190,Nigeria,475,4,17.1
11675,12341,3,Agatu,4120,,Fulani,607,,2013-04-20,1,2015-03-15,1,-99,,,2016,154,154,372,Nigeria,475,4,17.1
11679,12345,1,"FSA, Jabhat Fateh al-Sham",4166,"1130, 1170",PYD,4163,,2012-10-27,1,2012-10-27,1,1,2012-10-27,1,2012,30,30,30,Syria,652,2,17.1
11680,12346,1,"Ghuraba al-Sham, Jabhat Fateh al-Sham",4168,"4167, 1170",PYD,4163,,2012-11-19,1,2012-11-20,2,1,2012-11-20,2,2012,29,29,34,Syria,652,2,17.1
11684,12350,3,Arab Brabich ,4171,,Tuareg Indinan ,4172,,2013-08-15,1,2013-08-20,1,1,2013-08-20,1,2013,27,27,27,Algeria,615,4,17.1
11694,12362,1,Brigades of Aisha,4183,,Hezbollah,366,,2013-08-15,1,2013-08-15,1,1,2013-08-15,1,2013,26,21,27,Lebanon,660,2,17.1
11704,12378,1,anti-Balaka,4201,,FPRC,4007,,2013-08-26,1,2013-10-02,1,0,,,2013,281,281,373,Central African Republic,482,4,17.1
11704,12378,1,anti-Balaka,4201,,FPRC,4007,,2013-08-26,1,2013-10-02,1,1,2014-10-07,1,2014,476,435,595,Central African Republic,482,4,17.1
11708,12384,3,Beni Hussein,1945,,Rizeigat Abbala,676,,2013-01-09,1,2013-01-09,1,0,,,2013,311,255,894,Sudan,625,4,17.1
11708,12384,3,Beni Hussein,1945,,Rizeigat Abbala,676,,2013-01-09,1,2013-01-09,1,1,2014-08-28,2,2014,76,76,76,Sudan,625,4,17.1
11709,12385,3,Awlad Heiban (Misseriya) ,4203,,"Awlad Metanin (Misseriya) , Awlad Serur (Misseriya) ",4532,"4204, 4531",2013-01-06,1,2013-01-06,1,1,2013-01-06,1,2013,80,80,80,Sudan,625,4,17.1
